sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
180,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,668,3,02 0F 00 
181,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,671,2,03 00 
182,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,673,3,02 0F 00 
183,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,676,2,03 00 
184,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,678,3,02 0F 00 
185,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,681,2,03 00 
186,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,683,3,02 0F 00 
187,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,686,2,03 00 
188,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,688,3,02 0F 00 
189,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,691,2,03 00 
190,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,693,3,02 0F 00 
191,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,696,2,03 00 
192,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,698,3,02 0F 00 
193,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,701,2,03 00 
194,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,703,3,02 0F 00 
195,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,706,2,03 00 
196,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,708,3,02 0F 00 
197,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,711,2,03 00 
198,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,713,3,02 0F 00 
199,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,716,2,03 00 
200,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,718,3,02 0F 00 
201,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,721,2,03 00 
202,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,723,3,02 0F 00 
203,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,726,2,03 00 
204,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,728,3,02 0F 00 
205,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,731,2,03 00 
206,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,733,3,02 0F 00 
207,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,736,2,03 00 
208,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,738,3,02 0F 00 
209,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,741,2,03 00 
210,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,743,3,02 0F 00 
211,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,746,2,03 00 
212,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,748,3,02 0F 00 
213,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,751,2,03 00 
214,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,753,3,02 0F 00 
215,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,756,2,03 00 
216,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,758,3,02 0F 00 
217,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,761,2,03 00 
218,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,763,3,02 0F 00 
219,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,766,2,03 00 
220,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,768,3,02 0F 00 
221,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,771,2,03 00 
222,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,773,3,02 0F 00 
223,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,776,2,03 00 
224,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,778,3,02 0F 00 
225,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,781,2,03 00 
226,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,783,3,02 0F 00 
227,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,786,2,03 00 
228,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,788,3,02 0F 00 
229,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,791,2,03 00 
230,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,793,3,02 0F 00 
231,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,796,2,03 00 
232,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,798,3,02 0F 00 
233,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,801,2,03 00 
234,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,803,3,02 0F 00 
235,0.000 000 000,"SysTick","Task Ready","Task-2, runs after 0.000 us",0,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,806,4,06 D8 0D 00 
236,0.000 000 000,"SysTick","ISR Exit","Returns to Scheduler",0,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,810,2,12 00 
237,0.000 000 000,"Task-2","Task Run","Runs for 0.000 us",0,0x0000000400000000,0x00000008000006D8,0x00000008000006D8,4,812,4,04 D8 0D 00 
238,0.000 000 000,"Task-2","Log","Green Led Task!!",0,0x00000008000006D8,0x00000008000006D8,0x00000008000006D8,26,816,22,1A 13 10 47 72 65 65 6E 20 4C 65 64 20 54 61 73 6B 21 21 00 00 00 
239,0.000 000 000,"Task-2","vTaskDelay","xTicksToDelay=100",0,0x00000008000006D8,0x00000008000006D8,0x00000008000006D8,35,838,4,23 01 64 00 
240,0.000 000 000,"Task-2","Task Block","Delayed",0,0x00000008000006D8,0x00000008000006D8,0x0000000400000000,7,842,5,07 D8 0D 04 00 
241,0.000 000 000,"Idle","System Idle","Idle for 0.063 us",0,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,847,2,11 00 
242,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,849,3,02 0F 00 
243,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,852,2,03 00 
244,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,854,3,02 0F 00 
245,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,857,2,03 00 
246,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,859,3,02 0F 00 
247,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,862,2,03 00 
248,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,864,3,02 0F 00 
249,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,867,2,03 00 
250,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,869,3,02 0F 00 
251,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,872,2,03 00 
252,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,874,3,02 0F 00 
253,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,877,2,03 00 
254,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,879,3,02 0F 00 
255,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,882,2,03 00 
256,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,884,3,02 0F 00 
257,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,887,2,03 00 
258,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,889,3,02 0F 00 
259,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,892,2,03 00 
260,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,894,3,02 0F 00 
261,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,897,2,03 00 
262,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,899,3,02 0F 00 
263,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,902,2,03 00 
264,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,904,3,02 0F 00 
265,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,907,2,03 00 
266,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,909,3,02 0F 00 
267,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,912,2,03 00 
268,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,914,3,02 0F 00 
269,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,917,2,03 00 
270,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,919,3,02 0F 00 
271,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,922,2,03 00 
272,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,924,3,02 0F 00 
273,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,927,2,03 00 
274,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,929,3,02 0F 00 
275,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,932,2,03 00 
276,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,934,3,02 0F 00 
277,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,937,2,03 00 
278,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,939,3,02 0F 00 
279,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,942,2,03 00 
280,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,944,3,02 0F 00 
281,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,947,2,03 00 
282,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,949,3,02 0F 00 
283,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,952,2,03 00 
284,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,954,3,02 0F 00 
285,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,957,2,03 00 
286,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,959,3,02 0F 00 
287,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,962,2,03 00 
288,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,964,3,02 0F 00 
289,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,967,2,03 00 
290,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,969,3,02 0F 00 
291,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,972,2,03 00 
292,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,974,3,02 0F 00 
293,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,977,2,03 00 
294,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,979,3,02 0F 00 
295,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,982,2,03 00 
296,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,984,3,02 0F 00 
297,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,987,2,03 00 
298,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,989,3,02 0F 00 
299,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,992,2,03 00 
300,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,994,3,02 0F 00 
301,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,997,2,03 00 
302,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,999,3,02 0F 00 
303,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1002,2,03 00 
304,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1004,3,02 0F 00 
305,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1007,2,03 00 
306,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1009,3,02 0F 00 
307,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1012,2,03 00 
308,0.000 000 000,"SysTick","ISR Enter","Runs for 0.000 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1014,3,02 0F 00 
309,0.000 000 000,"SysTick","ISR Exit","Returns to Idle",0,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1017,2,03 00 
310,0.000 000 000,"SysTick","ISR Enter","Runs for 0.063 us",0,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1019,3,02 0F 00 
311,0.000 000 063,"*** OVERFLOW ***","*** Overflow ***","9680 Events lost.",1,0x0000002000000000,0x0000002000000000,0x0000002000000000,1,1022,8,01 D0 4B A4 E4 C1 8A 0C 
312,3:22.704 705 063,"SysTick","ISR Enter","Runs for 31.875 us",3243275281,0x0000002000000000,0x000000010000000F,0x000000010000000F,2,1030,4,02 0F ED 03 
313,3:22.704 736 938,"SysTick","ISR Exit","Returns to *** OVERFLOW ***",3243275791,0x000000010000000F,0x000000010000000F,0x0000002000000000,3,1034,3,03 FE 03 
314,3:22.705 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3243290746,0x0000002000000000,0x000000010000000F,0x000000010000000F,2,1037,4,02 0F EB 74 
315,3:22.705 703 750,"SysTick","ISR Exit","Returns to *** OVERFLOW ***",3243291260,0x000000010000000F,0x000000010000000F,0x0000002000000000,3,1041,3,03 82 04 
316,3:22.706 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3243306746,0x0000002000000000,0x000000010000000F,0x000000010000000F,2,1044,4,02 0F FE 78 
317,3:22.706 703 688,"SysTick","ISR Exit","Returns to *** OVERFLOW ***",3243307259,0x000000010000000F,0x000000010000000F,0x0000002000000000,3,1048,3,03 81 04 
318,3:22.707 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3243322746,0x0000002000000000,0x000000010000000F,0x000000010000000F,2,1051,4,02 0F FF 78 
319,3:22.707 703 688,"SysTick","ISR Exit","Returns to *** OVERFLOW ***",3243323259,0x000000010000000F,0x000000010000000F,0x0000002000000000,3,1055,3,03 81 04 
320,3:22.708 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3243338746,0x0000002000000000,0x000000010000000F,0x000000010000000F,2,1058,4,02 0F FF 78 
321,3:22.708 703 688,"SysTick","ISR Exit","Returns to *** OVERFLOW ***",3243339259,0x000000010000000F,0x000000010000000F,0x0000002000000000,3,1062,3,03 81 04 
322,3:22.709 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3243354746,0x0000002000000000,0x000000010000000F,0x000000010000000F,2,1065,4,02 0F FF 78 
323,3:22.709 703 750,"SysTick","ISR Exit","Returns to *** OVERFLOW ***",3243355260,0x000000010000000F,0x000000010000000F,0x0000002000000000,3,1069,3,03 82 04 
324,3:22.710 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3243370746,0x0000002000000000,0x000000010000000F,0x000000010000000F,2,1072,4,02 0F FE 78 
325,3:22.710 703 750,"SysTick","ISR Exit","Returns to *** OVERFLOW ***",3243371260,0x000000010000000F,0x000000010000000F,0x0000002000000000,3,1076,3,03 82 04 
